Input dimensions of the data matrix: 8
last_layer.bias = Parameter containing:
tensor([-0.0441,  0.0003, -0.0080,  0.0258,  0.0154], requires_grad=True)
target_average = tensor([1.0000e+00, 8.2339e-02, 7.0539e-03, 4.7266e-04, 5.4779e-05])
last_layer.bias = Parameter containing:
tensor([1.0000e+00, 8.2339e-02, 7.0539e-03, 4.7266e-04, 5.4779e-05],
       requires_grad=True)
OrdinalClassificationNet(
  (feature_extractor): Sequential(
    (0): Conv1d(8, 16, kernel_size=(3,), stride=(1,), padding=(3,))
    (1): ReLU(inplace=True)
    (2): Dropout1d(p=0.5, inplace=False)
  )
  (classifier): Sequential(
    (0): Linear(in_features=112, out_features=50, bias=True)
    (1): ReLU(inplace=True)
    (2): Linear(in_features=50, out_features=5, bias=True)
    (3): Sigmoid()
  )
)
 - Setting up optimizer: Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    capturable: False
    eps: 1e-08
    foreach: None
    lr: 3e-06
    maximize: False
    weight_decay: 0
)
 - Creating data loaders.
 - Moving data and parameters to cuda:0.
 - Fitting model... [   1/8000] train_loss: 1155.27240 valid_loss: 1120.66071
Validation loss decreased (inf --> 1120.660712).  Saving model ...
[   2/8000] train_loss: 1122.01448 valid_loss: 1084.32438
Validation loss decreased (1120.660712 --> 1084.324381).  Saving model ...
[   3/8000] train_loss: 1082.37478 valid_loss: 1037.36829
Validation loss decreased (1084.324381 --> 1037.368286).  Saving model ...
[   4/8000] train_loss: 1034.91782 valid_loss: 982.77957
Validation loss decreased (1037.368286 --> 982.779568).  Saving model ...
[   5/8000] train_loss: 979.82266 valid_loss: 922.04192
Validation loss decreased (982.779568 --> 922.041919).  Saving model ...
[   6/8000] train_loss: 918.00378 valid_loss: 855.12939
Validation loss decreased (922.041919 --> 855.129395).  Saving model ...
[   7/8000] train_loss: 851.16638 valid_loss: 781.63860
Validation loss decreased (855.129395 --> 781.638596).  Saving model ...
[   8/8000] train_loss: 781.67094 valid_loss: 706.18533
Validation loss decreased (781.638596 --> 706.185326).  Saving model ...
[   9/8000] train_loss: 711.09460 valid_loss: 631.45898
Validation loss decreased (706.185326 --> 631.458976).  Saving model ...
[  10/8000] train_loss: 642.15009 valid_loss: 559.86310
Validation loss decreased (631.458976 --> 559.863100).  Saving model ...
[  11/8000] train_loss: 576.91413 valid_loss: 493.13420
Validation loss decreased (559.863100 --> 493.134195).  Saving model ...
[  12/8000] train_loss: 517.33779 valid_loss: 432.57506
Validation loss decreased (493.134195 --> 432.575061).  Saving model ...
[  13/8000] train_loss: 462.68304 valid_loss: 378.75778
Validation loss decreased (432.575061 --> 378.757778).  Saving model ...
[  14/8000] train_loss: 415.66624 valid_loss: 332.18812
Validation loss decreased (378.757778 --> 332.188122).  Saving model ...
[  15/8000] train_loss: 374.23727 valid_loss: 292.60789
Validation loss decreased (332.188122 --> 292.607892).  Saving model ...
[  16/8000] train_loss: 338.65218 valid_loss: 259.59374
